country,region,source,segment,type,abatement,savings,cost
China,Asia Pacific,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,159.93,-5.09
China,Asia Pacific,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,43.67,-5.09
Algeria,Africa,Satellite - upstream,Upstream,Gas,Upstream LDAR,50.4,-5.08
United Kingdom,Europe,Offshore oil,Upstream,Oil,Vapour recovery units,6.25,-5.08
United Kingdom,Europe,Onshore conventional oil,Upstream,Oil,Vapour recovery units,0.45,-5.08
Japan,Asia Pacific,Downstream gas,Downstream,Gas,Replace with electric motor,14.02,-5.07
Iran,Middle East,Satellite - upstream,Upstream,Gas,Upstream LDAR,34.8,-5.07
Romania,Europe,Onshore conventional oil,Upstream,Oil,Vapour recovery units,1.4,-5.07
Romania,Europe,Offshore oil,Upstream,Oil,Vapour recovery units,0.2,-5.07
Other EU7 countries,Europe,Onshore conventional oil,Upstream,Oil,Vapour recovery units,0.05,-5.07
Other EU17 countries,Europe,Onshore conventional oil,Upstream,Oil,Vapour recovery units,3.75,-5.07
Other EU17 countries,Europe,Offshore oil,Upstream,Oil,Vapour recovery units,0.14,-5.07
Other countries in Europe,Europe,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.18,-5.05
Other countries in Europe,Europe,Unconventional gas,Upstream,Gas,Upstream LDAR,0.03,-5.05
Other countries in Europe,Europe,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.32,-5.05
Kazakhstan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Replace pumps,12.91,-5.02
Azerbaijan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Replace pumps,0.05,-5.02
Uzbekistan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Replace pumps,12.79,-5.02
Turkmenistan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Replace pumps,60.33,-5.02
Jordan,Middle East,Offshore oil,Upstream,Oil,Replace pumps,1.43,-5.01
Other,Asia Pacific,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,17.84,-5
Other,Asia Pacific,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,3.51,-5
Kazakhstan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,0.14,-4.99
Kazakhstan,Russia & Caspian,Offshore gas,Upstream,Gas,Replace with instrument air systems,3.76,-4.99
Kazakhstan,Russia & Caspian,Offshore oil,Upstream,Oil,Replace with instrument air systems,23.9,-4.99
Azerbaijan,Russia & Caspian,Offshore gas,Upstream,Gas,Replace with instrument air systems,7.02,-4.99
Benin,Africa,Offshore oil,Upstream,Oil,Replace pumps,0,-4.99
Azerbaijan,Russia & Caspian,Offshore oil,Upstream,Oil,Replace with instrument air systems,16.37,-4.99
Turkmenistan,Russia & Caspian,Offshore gas,Upstream,Gas,Replace with instrument air systems,10.66,-4.99
Turkmenistan,Russia & Caspian,Downstream gas,Downstream,Gas,Replace with instrument air systems,4.22,-4.99
Turkmenistan,Russia & Caspian,Offshore oil,Upstream,Oil,Replace with instrument air systems,33.93,-4.99
Uzbekistan,Russia & Caspian,Downstream gas,Downstream,Gas,Replace with instrument air systems,2.04,-4.99
Azerbaijan,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Blowdown capture,0.04,-4.98
Brazil,Central and South America,Onshore conventional oil,Upstream,Oil,Replace pumps,4.96,-4.98
Japan,Asia Pacific,Downstream oil,Downstream,Oil,Vapour recovery units,0.26,-4.98
Japan,Asia Pacific,Onshore conventional oil,Upstream,Oil,Vapour recovery units,0.05,-4.98
Korea,Asia Pacific,Downstream oil,Downstream,Oil,Downstream LDAR,0.18,-4.98
Kazakhstan,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Blowdown capture,1.32,-4.98
Korea,Asia Pacific,Downstream gas,Downstream,Gas,Downstream LDAR,28.84,-4.98
Russia,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Blowdown capture,1,-4.98
Uzbekistan,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Blowdown capture,0.02,-4.98
Turkmenistan,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Blowdown capture,0.11,-4.98
Netherlands,Europe,Onshore conventional oil,Upstream,Oil,Vapour recovery units,0,-4.95
Netherlands,Europe,Offshore oil,Upstream,Oil,Vapour recovery units,0,-4.95
Ghana,Africa,Offshore oil,Upstream,Oil,Replace pumps,0.06,-4.9399999999999995
France,Europe,Onshore conventional oil,Upstream,Oil,Vapour recovery units,0.04,-4.92
Indonesia,Asia Pacific,Unconventional gas,Upstream,Gas,Other,0,-4.92
Indonesia,Asia Pacific,Onshore conventional gas,Upstream,Gas,Other,0.86,-4.92
Pakistan,Asia Pacific,Satellite - downstream,Downstream,Oil,Downstream LDAR,0.96,-4.92
Turkmenistan,Russia & Caspian,Satellite - downstream,Downstream,Oil,Downstream LDAR,130.08,-4.92
Indonesia,Asia Pacific,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,18.5,-4.9
Indonesia,Asia Pacific,Unconventional gas,Upstream,Gas,Replace with instrument air systems,0.01,-4.9
Korea,Asia Pacific,Offshore gas,Upstream,Gas,Replace with electric motor,1.62,-4.9
Korea,Asia Pacific,Downstream gas,Downstream,Gas,Replace with electric motor,1.6,-4.9
Indonesia,Asia Pacific,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,49.54,-4.89
Russia,Russia & Caspian,Satellite - downstream,Downstream,Oil,Downstream LDAR,107.36,-4.89
Saudi Arabia,Middle East,Satellite - upstream,Upstream,Gas,Upstream LDAR,7.52,-4.88
Philippines,Asia Pacific,Downstream gas,Downstream,Gas,Downstream LDAR,1.37,-4.88
Philippines,Asia Pacific,Downstream oil,Downstream,Oil,Downstream LDAR,0.02,-4.88
New Zealand,Asia Pacific,Offshore gas,Upstream,Gas,Upstream LDAR,0.95,-4.88
New Zealand,Asia Pacific,Offshore oil,Upstream,Oil,Upstream LDAR,0.03,-4.88
Other countries in Southeast Asia,Asia Pacific,Downstream gas,Downstream,Gas,Downstream LDAR,6.84,-4.88
Other countries in Southeast Asia,Asia Pacific,Downstream oil,Downstream,Oil,Downstream LDAR,0.11,-4.88
Thailand,Asia Pacific,Downstream oil,Downstream,Oil,Downstream LDAR,0.14,-4.88
Thailand,Asia Pacific,Downstream gas,Downstream,Gas,Downstream LDAR,29.66,-4.88
Estonia,Europe,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.04,-4.88
Malaysia,Asia Pacific,Downstream oil,Downstream,Oil,Downstream LDAR,0.03,-4.88
Malaysia,Asia Pacific,Downstream gas,Downstream,Gas,Downstream LDAR,9.6,-4.88
Brunei,Asia Pacific,Downstream gas,Downstream,Gas,Downstream LDAR,0.8,-4.88
Brunei,Asia Pacific,Downstream oil,Downstream,Oil,Downstream LDAR,0,-4.88
Australia,Asia Pacific,Downstream oil,Downstream,Oil,Replace with electric motor,0.23,-4.88
Vietnam,Asia Pacific,Downstream gas,Downstream,Gas,Downstream LDAR,3.38,-4.88
Vietnam,Asia Pacific,Downstream oil,Downstream,Oil,Downstream LDAR,0.03,-4.88
India,Asia Pacific,Offshore gas,Upstream,Gas,Upstream LDAR,4.36,-4.85
India,Asia Pacific,Offshore oil,Upstream,Oil,Upstream LDAR,1.27,-4.85
Poland,Europe,Offshore oil,Upstream,Oil,Vapour recovery units,0.26,-4.85
Other,Asia Pacific,Offshore oil,Upstream,Oil,Upstream LDAR,0,-4.84
Other,Asia Pacific,Offshore gas,Upstream,Gas,Upstream LDAR,0.27,-4.84
India,Asia Pacific,Unconventional gas,Upstream,Gas,Install plunger,0.11,-4.84
Japan,Asia Pacific,Downstream gas,Downstream,Gas,Downstream LDAR,40.6,-4.84
India,Asia Pacific,Onshore conventional gas,Upstream,Gas,Install plunger,0.24,-4.84
Japan,Asia Pacific,Downstream oil,Downstream,Oil,Downstream LDAR,0.21,-4.84
Australia,Asia Pacific,Onshore conventional oil,Upstream,Oil,Upstream LDAR,1.24,-4.82
Australia,Asia Pacific,Onshore conventional gas,Upstream,Gas,Upstream LDAR,1.11,-4.82
Australia,Asia Pacific,Unconventional gas,Upstream,Gas,Upstream LDAR,16.94,-4.82
Australia,Asia Pacific,Offshore oil,Upstream,Oil,Vapour recovery units,3.2,-4.8
Russia,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Replace pumps,166,-4.79
Norway,Europe,Offshore oil,Upstream,Oil,Vapour recovery units,0.17,-4.78
Norway,Europe,Onshore conventional oil,Upstream,Oil,Vapour recovery units,0.01,-4.78
Japan,Asia Pacific,Offshore oil,Upstream,Oil,Upstream LDAR,0,-4.78
Japan,Asia Pacific,Offshore gas,Upstream,Gas,Upstream LDAR,0.02,-4.78
Bangladesh,Asia Pacific,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,16.1,-4.77
Pakistan,Asia Pacific,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,33.7,-4.77
Pakistan,Asia Pacific,Unconventional gas,Upstream,Gas,Replace with instrument air systems,1.26,-4.77
Pakistan,Asia Pacific,Onshore conventional gas,Upstream,Gas,Other,1.5699999999999998,-4.76
Pakistan,Asia Pacific,Unconventional gas,Upstream,Gas,Other,0.06,-4.76
Pakistan,Asia Pacific,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,13.07,-4.76
Bangladesh,Asia Pacific,Onshore conventional gas,Upstream,Gas,Other,0.75,-4.76
Bangladesh,Asia Pacific,Onshore conventional oil,Upstream,Oil,Replace with instrument air systems,0.46,-4.76
China,Asia Pacific,Onshore conventional gas,Upstream,Gas,Install plunger,2.48,-4.75
China,Asia Pacific,Unconventional gas,Upstream,Gas,Install plunger,3.42,-4.75
Denmark,Europe,Offshore oil,Upstream,Oil,Vapour recovery units,0.79,-4.74
Brazil,Central and South America,Offshore oil,Upstream,Oil,Vapour recovery units,184.68,-4.72
Kuwait,Middle East,Satellite - upstream,Upstream,Gas,Upstream LDAR,4.96,-4.72
Cuba,Central and South America,Offshore oil,Upstream,Oil,Vapour recovery units,0.43,-4.68
Other,Asia Pacific,Downstream oil,Downstream,Oil,Downstream LDAR,0.44,-4.66
Other,Asia Pacific,Downstream gas,Downstream,Gas,Downstream LDAR,54.82,-4.66
Ukraine,Europe,Offshore gas,Upstream,Gas,Vapour recovery units,0.45,-4.65
Oman,Middle East,Offshore oil,Upstream,Oil,Replace with instrument air systems,0.56,-4.62
Oman,Middle East,Offshore gas,Upstream,Gas,Replace with instrument air systems,0.04,-4.62
Oman,Middle East,Downstream gas,Downstream,Gas,Replace with instrument air systems,0.6,-4.62
Qatar,Middle East,Downstream gas,Downstream,Gas,Replace with instrument air systems,0.76,-4.62
Qatar,Middle East,Offshore gas,Upstream,Gas,Replace with instrument air systems,49.83,-4.62
Qatar,Middle East,Offshore oil,Upstream,Oil,Replace with instrument air systems,11.54,-4.62
Saudi Arabia,Middle East,Downstream gas,Downstream,Gas,Replace with instrument air systems,1.6600000000000001,-4.62
Saudi Arabia,Middle East,Offshore gas,Upstream,Gas,Replace with instrument air systems,9.13,-4.62
Saudi Arabia,Middle East,Offshore oil,Upstream,Oil,Replace with instrument air systems,97.14,-4.62
Syria,Middle East,Downstream gas,Downstream,Gas,Replace with instrument air systems,0.19,-4.62
Bahrain,Middle East,Downstream gas,Downstream,Gas,Replace with instrument air systems,0.29,-4.62
Kuwait,Middle East,Offshore oil,Upstream,Oil,Replace with instrument air systems,2.67,-4.62
Kuwait,Middle East,Downstream gas,Downstream,Gas,Replace with instrument air systems,0.52,-4.62
Jordan,Middle East,Downstream gas,Downstream,Gas,Replace with instrument air systems,0.33,-4.62
Italy,Europe,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.48,-4.62
Italy,Europe,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.59,-4.62
Iraq,Middle East,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,0.02,-4.62
Iran,Middle East,Offshore oil,Upstream,Oil,Replace with instrument air systems,22.26,-4.62
Iran,Middle East,Onshore conventional gas,Upstream,Gas,Replace with instrument air systems,0.18,-4.62
Iran,Middle East,Offshore gas,Upstream,Gas,Replace with instrument air systems,80.16,-4.62
United Kingdom,Europe,Unconventional gas,Upstream,Gas,Upstream LDAR,0.01,-4.62
United Kingdom,Europe,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.01,-4.62
United Arab Emirates,Middle East,Offshore oil,Upstream,Oil,Replace with instrument air systems,50.89,-4.62
United Arab Emirates,Middle East,Downstream gas,Downstream,Gas,Replace with instrument air systems,1.1400000000000001,-4.62
United Arab Emirates,Middle East,Offshore gas,Upstream,Gas,Replace with instrument air systems,5.44,-4.62
Yemen,Middle East,Downstream gas,Downstream,Gas,Replace with instrument air systems,0.02,-4.62
United Kingdom,Europe,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.21,-4.62
Iran,Middle East,Onshore conventional oil,Upstream,Oil,Blowdown capture,2.19,-4.61
Iraq,Middle East,Onshore conventional oil,Upstream,Oil,Blowdown capture,1.7,-4.61
Jordan,Middle East,Offshore gas,Upstream,Gas,Blowdown capture,0,-4.61
Jordan,Middle East,Offshore oil,Upstream,Oil,Blowdown capture,0,-4.61
Jordan,Middle East,Onshore conventional oil,Upstream,Oil,Blowdown capture,0,-4.61
Jordan,Middle East,Unconventional oil,Upstream,Oil,Blowdown capture,0,-4.61
Korea,Asia Pacific,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0,-4.61
Kuwait,Middle East,Onshore conventional oil,Upstream,Oil,Blowdown capture,0.24,-4.61
Bahrain,Middle East,Onshore conventional oil,Upstream,Oil,Blowdown capture,0.02,-4.61
Syria,Middle East,Onshore conventional oil,Upstream,Oil,Blowdown capture,0.03,-4.61
Saudi Arabia,Middle East,Onshore conventional oil,Upstream,Oil,Blowdown capture,0.47,-4.61
Romania,Europe,Onshore conventional oil,Upstream,Oil,Upstream LDAR,1.3900000000000001,-4.61
Slovenia,Europe,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0,-4.61
Slovenia,Europe,Unconventional gas,Upstream,Gas,Upstream LDAR,0,-4.61
Qatar,Middle East,Onshore conventional oil,Upstream,Oil,Blowdown capture,0.08,-4.61
Romania,Europe,Unconventional gas,Upstream,Gas,Upstream LDAR,0,-4.61
Romania,Europe,Onshore conventional gas,Upstream,Gas,Upstream LDAR,11.21,-4.61
Oman,Middle East,Onshore conventional oil,Upstream,Oil,Blowdown capture,0.12,-4.61
Other EU7 countries,Europe,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.3,-4.61
Other EU7 countries,Europe,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.1,-4.61
Other EU17 countries,Europe,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.39,-4.61
Other EU17 countries,Europe,Unconventional gas,Upstream,Gas,Upstream LDAR,0.09,-4.61
Other EU17 countries,Europe,Onshore conventional gas,Upstream,Gas,Upstream LDAR,1.52,-4.61
Yemen,Middle East,Onshore conventional oil,Upstream,Oil,Blowdown capture,0.03,-4.61
United Arab Emirates,Middle East,Onshore conventional oil,Upstream,Oil,Blowdown capture,0.16,-4.61
New Zealand,Asia Pacific,Offshore gas,Upstream,Gas,Vapour recovery units,0.56,-4.6
India,Asia Pacific,Unconventional gas,Upstream,Gas,Other,0.09,-4.6
India,Asia Pacific,Onshore conventional gas,Upstream,Gas,Other,0.2,-4.6
Libya,Africa,Downstream gas,Downstream,Gas,Replace with instrument air systems,0.37,-4.59
Libya,Africa,Offshore gas,Upstream,Gas,Replace with instrument air systems,3.45,-4.59
Libya,Africa,Offshore oil,Upstream,Oil,Replace with instrument air systems,5.16,-4.59
Morocco,North Africa,Downstream gas,Downstream,Gas,Replace with instrument air systems,0.03,-4.59
Algeria,Africa,Downstream gas,Downstream,Gas,Replace with instrument air systems,1.72,-4.59
Egypt,Africa,Downstream gas,Downstream,Gas,Replace with instrument air systems,1.67,-4.59
Egypt,Africa,Offshore gas,Upstream,Gas,Replace with instrument air systems,18.76,-4.59
Egypt,Africa,Offshore oil,Upstream,Oil,Replace with instrument air systems,7.48,-4.59
Tunisia,Africa,Downstream gas,Downstream,Gas,Replace with instrument air systems,0.16,-4.59
Tunisia,Africa,Offshore gas,Upstream,Gas,Replace with instrument air systems,0.26,-4.59
Tunisia,Africa,Offshore oil,Upstream,Oil,Replace with instrument air systems,0.91,-4.59
Korea,Asia Pacific,Downstream oil,Downstream,Oil,Vapour recovery units,0.21,-4.58
Mozambique,Africa,Downstream gas,Downstream,Gas,Replace with instrument air systems,0.03,-4.57
Mozambique,Africa,Offshore gas,Upstream,Gas,Replace with instrument air systems,0.4,-4.57
Namibia,Africa,Offshore oil,Upstream,Oil,Replace with instrument air systems,0.01,-4.57
Ghana,Africa,Downstream gas,Downstream,Gas,Replace with instrument air systems,0.04,-4.57
Gabon,Africa,Downstream gas,Downstream,Gas,Replace with instrument air systems,0.02,-4.57
Gabon,Africa,Offshore gas,Upstream,Gas,Replace with instrument air systems,0.02,-4.57
Gabon,Africa,Offshore oil,Upstream,Oil,Replace with instrument air systems,8.95,-4.57
Equatorial Guinea,Africa,Downstream gas,Downstream,Gas,Replace with instrument air systems,0.1,-4.57
Equatorial Guinea,Africa,Offshore gas,Upstream,Gas,Replace with instrument air systems,4.52,-4.57
Equatorial Guinea,Africa,Offshore oil,Upstream,Oil,Replace with instrument air systems,5.8,-4.57
Cote d'Ivoire,Africa,Offshore oil,Upstream,Oil,Replace with instrument air systems,1.26,-4.57
Cote d'Ivoire,Africa,Offshore gas,Upstream,Gas,Replace with instrument air systems,1.29,-4.57
Democratic Republic of Congo,Africa,Offshore oil,Upstream,Oil,Replace with instrument air systems,0.29,-4.57
Cameroon,Africa,Offshore gas,Upstream,Gas,Replace with instrument air systems,1.11,-4.57
Cameroon,Africa,Offshore oil,Upstream,Oil,Replace with instrument air systems,7.95,-4.57
Congo,Africa,Offshore gas,Upstream,Gas,Replace with instrument air systems,0.09,-4.57
Congo,Africa,Downstream gas,Downstream,Gas,Replace with instrument air systems,0.03,-4.57
Congo,Africa,Offshore oil,Upstream,Oil,Replace with instrument air systems,18.83,-4.57
Cote d'Ivoire,Africa,Downstream gas,Downstream,Gas,Replace with instrument air systems,0.08,-4.57
Angola,Africa,Downstream gas,Downstream,Gas,Replace with instrument air systems,0.03,-4.57
Angola,Africa,Offshore oil,Upstream,Oil,Replace with instrument air systems,45.99,-4.57
Benin,Africa,Offshore gas,Upstream,Gas,Replace with instrument air systems,0,-4.57
Benin,Africa,Downstream gas,Downstream,Gas,Replace with instrument air systems,0,-4.57
Cameroon,Africa,Downstream gas,Downstream,Gas,Replace with instrument air systems,0.03,-4.57
Nigeria,Africa,Downstream gas,Downstream,Gas,Replace with instrument air systems,1.24,-4.57
Nigeria,Africa,Offshore gas,Upstream,Gas,Replace with instrument air systems,9.2,-4.57
Nigeria,Africa,Offshore oil,Upstream,Oil,Replace with instrument air systems,97.91,-4.57
Poland,Europe,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.03,-4.57
Poland,Europe,Unconventional gas,Upstream,Gas,Upstream LDAR,0.1,-4.57
Poland,Europe,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.51,-4.57
South Africa,Africa,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.01,-4.57
South Africa,Africa,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.42,-4.57
Tanzania,Africa,Downstream gas,Downstream,Gas,Replace with instrument air systems,0.03,-4.57
Togo,Africa,Downstream gas,Downstream,Gas,Replace with instrument air systems,0,-4.57
Togo,Africa,Offshore gas,Upstream,Gas,Replace with instrument air systems,0,-4.57
Ukraine,Europe,Onshore conventional gas,Upstream,Gas,Upstream LDAR,3.49,-4.57
Ukraine,Europe,Unconventional gas,Upstream,Gas,Upstream LDAR,0.12,-4.57
Ukraine,Europe,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.04,-4.57
Algeria,Africa,Onshore conventional oil,Upstream,Oil,Blowdown capture,0.38,-4.5600000000000005
Egypt,Africa,Onshore conventional oil,Upstream,Oil,Blowdown capture,0.07,-4.5600000000000005
Morocco,North Africa,Offshore oil,Upstream,Oil,Blowdown capture,0.01,-4.5600000000000005
Libya,Africa,Onshore conventional oil,Upstream,Oil,Blowdown capture,0.29,-4.5600000000000005
Tunisia,Africa,Onshore conventional oil,Upstream,Oil,Blowdown capture,0,-4.5600000000000005
Korea,Asia Pacific,Offshore oil,Upstream,Oil,Replace compressor seal or rod,0.04,-4.55
Syria,Middle East,Satellite - upstream,Upstream,Gas,Upstream LDAR,3.68,-4.55
Poland,Europe,Downstream oil,Downstream,Oil,Replace with electric motor,0.17,-4.55
Ukraine,Europe,Downstream oil,Downstream,Oil,Replace with electric motor,0.12,-4.55
Kazakhstan,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Upstream LDAR,32.08,-4.54
Kazakhstan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Upstream LDAR,32.68,-4.54
Libya,Africa,Satellite - upstream,Upstream,Gas,Upstream LDAR,3.92,-4.54
Azerbaijan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.13,-4.54
Azerbaijan,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Upstream LDAR,1.01,-4.54
Turkmenistan,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Upstream LDAR,10.12,-4.54
Turkmenistan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Upstream LDAR,240.35,-4.54
Uzbekistan,Russia & Caspian,Onshore conventional oil,Upstream,Oil,Upstream LDAR,1.87,-4.54
Uzbekistan,Russia & Caspian,Onshore conventional gas,Upstream,Gas,Upstream LDAR,50.96,-4.54
Angola,Africa,Onshore conventional oil,Upstream,Oil,Blowdown capture,0.01,-4.53
Equatorial Guinea,Africa,Onshore conventional oil,Upstream,Oil,Blowdown capture,0.01,-4.53
Democratic Republic of Congo,Africa,Onshore conventional oil,Upstream,Oil,Blowdown capture,0,-4.53
Democratic Republic of Congo,Africa,Unconventional oil,Upstream,Oil,Blowdown capture,0,-4.53
Democratic Republic of Congo,Africa,Offshore gas,Upstream,Gas,Blowdown capture,0,-4.53
Congo,Africa,Onshore conventional oil,Upstream,Oil,Blowdown capture,0,-4.53
Chad,Africa,Onshore conventional oil,Upstream,Oil,Blowdown capture,0.01,-4.53
Mozambique,Africa,Onshore conventional oil,Upstream,Oil,Blowdown capture,0,-4.53
Gabon,Africa,Onshore conventional oil,Upstream,Oil,Blowdown capture,0.03,-4.53
Ghana,Africa,Offshore gas,Upstream,Gas,Blowdown capture,0,-4.53
Ghana,Africa,Offshore oil,Upstream,Oil,Blowdown capture,0.09,-4.53
Ghana,Africa,Onshore conventional oil,Upstream,Oil,Blowdown capture,0,-4.53
Ghana,Africa,Unconventional oil,Upstream,Oil,Blowdown capture,0,-4.53
Nigeria,Africa,Onshore conventional oil,Upstream,Oil,Blowdown capture,0.18,-4.53
Other,Asia Pacific,Onshore conventional gas,Upstream,Gas,Upstream LDAR,0.85,-4.53
Niger,Africa,Onshore conventional oil,Upstream,Oil,Blowdown capture,0,-4.53
Niger,Africa,Unconventional oil,Upstream,Oil,Blowdown capture,0,-4.53
Niger,Africa,Offshore gas,Upstream,Gas,Blowdown capture,0,-4.53
Other,Asia Pacific,Unconventional gas,Upstream,Gas,Upstream LDAR,0,-4.53
Other,Asia Pacific,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.72,-4.53
Sudan,Africa,Onshore conventional oil,Upstream,Oil,Blowdown capture,0.01,-4.53
South Sudan,Africa,Onshore conventional oil,Upstream,Oil,Blowdown capture,0.02,-4.53
Brazil,Central and South America,Onshore conventional oil,Upstream,Oil,Upstream LDAR,1.04,-4.52
Brazil,Central and South America,Onshore conventional gas,Upstream,Gas,Upstream LDAR,1.03,-4.52
Indonesia,Asia Pacific,Unconventional gas,Upstream,Gas,Upstream LDAR,0,-4.51
Indonesia,Asia Pacific,Onshore conventional gas,Upstream,Gas,Upstream LDAR,6.84,-4.51
Indonesia,Asia Pacific,Onshore conventional oil,Upstream,Oil,Upstream LDAR,3.01,-4.51
Iran,Middle East,Onshore conventional gas,Upstream,Gas,Replace pumps,17.72,-4.5
Iraq,Middle East,Onshore conventional gas,Upstream,Gas,Replace pumps,2.08,-4.5
Kuwait,Middle East,Onshore conventional gas,Upstream,Gas,Replace pumps,2.43,-4.5
Bahrain,Middle East,Onshore conventional gas,Upstream,Gas,Replace pumps,2.58,-4.5
Syria,Middle East,Onshore conventional gas,Upstream,Gas,Replace pumps,1.16,-4.5
Other,Asia Pacific,Onshore conventional gas,Upstream,Gas,Install plunger,0.2,-4.5
Oman,Middle East,Onshore conventional gas,Upstream,Gas,Replace pumps,4.55,-4.5
Oman,Middle East,Unconventional gas,Upstream,Gas,Replace pumps,3.49,-4.5
Qatar,Middle East,Onshore conventional gas,Upstream,Gas,Replace pumps,0.26,-4.5
Saudi Arabia,Middle East,Unconventional gas,Upstream,Gas,Replace pumps,0.71,-4.5
Saudi Arabia,Middle East,Onshore conventional gas,Upstream,Gas,Replace pumps,4.85,-4.5
Yemen,Middle East,Onshore conventional gas,Upstream,Gas,Replace pumps,0.01,-4.5
United Arab Emirates,Middle East,Onshore conventional gas,Upstream,Gas,Replace pumps,4.42,-4.5
Senegal,Africa,Offshore gas,Upstream,Gas,Replace pumps,0,-4.49
Senegal,Africa,Onshore conventional gas,Upstream,Gas,Replace pumps,0,-4.49
Senegal,Africa,Unconventional gas,Upstream,Gas,Replace pumps,0,-4.49
Nigeria,Africa,Onshore conventional gas,Upstream,Gas,Replace pumps,7.82,-4.49
Tanzania,Africa,Offshore gas,Upstream,Gas,Replace pumps,0.13,-4.49
Tanzania,Africa,Unconventional gas,Upstream,Gas,Replace pumps,0.13,-4.49
Tanzania,Africa,Onshore conventional gas,Upstream,Gas,Replace pumps,0.13,-4.49
Angola,Africa,Onshore conventional gas,Upstream,Gas,Replace pumps,0.4,-4.49
Cameroon,Africa,Onshore conventional gas,Upstream,Gas,Replace pumps,0.01,-4.49
Congo,Africa,Onshore conventional gas,Upstream,Gas,Replace pumps,0.06,-4.49
Mozambique,Africa,Onshore conventional gas,Upstream,Gas,Replace pumps,1.08,-4.49
Gabon,Africa,Onshore conventional gas,Upstream,Gas,Replace pumps,0.08,-4.49
Niger,Africa,Offshore oil,Upstream,Oil,Replace pumps,0.01,-4.47
Other EU17 countries,Europe,Downstream oil,Downstream,Oil,Replace with electric motor,1.26,-4.46
Other EU7 countries,Europe,Downstream oil,Downstream,Oil,Replace with electric motor,0.08,-4.46
Russia,Russia & Caspian,Downstream gas,Downstream,Gas,Replace with instrument air systems,15.42,-4.46
Russia,Russia & Caspian,Offshore gas,Upstream,Gas,Replace with instrument air systems,8.4,-4.46
Russia,Russia & Caspian,Offshore oil,Upstream,Oil,Replace with instrument air systems,13.83,-4.46
Romania,Europe,Downstream oil,Downstream,Oil,Replace with electric motor,0.21,-4.46
Italy,Europe,Downstream oil,Downstream,Oil,Replace with electric motor,0.37,-4.46
United Kingdom,Europe,Downstream oil,Downstream,Oil,Replace with electric motor,0.16,-4.46
Bangladesh,Asia Pacific,Onshore conventional gas,Upstream,Gas,Upstream LDAR,5.96,-4.45
Bangladesh,Asia Pacific,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.03,-4.45
Pakistan,Asia Pacific,Onshore conventional oil,Upstream,Oil,Upstream LDAR,0.79,-4.45
Pakistan,Asia Pacific,Unconventional gas,Upstream,Gas,Upstream LDAR,0.47,-4.45
Pakistan,Asia Pacific,Onshore conventional gas,Upstream,Gas,Upstream LDAR,12.47,-4.45
Other countries in Europe,Europe,Unconventional gas,Upstream,Gas,Upstream LDAR,0.02,-4.44
